user_id,skill_name,skill_id,problem_id,correct,time loap,question_level,template_id
121497,Logical Reasoning and Objectivity (critical thinking),3972.0,55088.0,0.0,33.12753337042562,Easy,2024001.0
121497,Logical Reasoning and Objectivity (critical thinking),6629.0,57304.0,1.0,31.23999816715205,Easy,2024002.0
121497,Logical Reasoning and Objectivity (critical thinking),4106.0,46469.0,0.0,40.81653720564263,Medium,2024003.0
121497,Logical Reasoning and Objectivity (critical thinking),3434.0,42380.0,1.0,42.38054094876748,Easy,2024004.0
121497,Logical Reasoning and Objectivity (critical thinking),4294.0,44524.0,1.0,37.1891899172098,Medium,2024005.0
121497,Logical Reasoning and Objectivity (critical thinking),9043.0,77530.0,1.0,41.75979813813016,Hard,2024006.0
121497,Logical Reasoning and Objectivity (critical thinking),9181.0,58362.0,1.0,59.67816137511272,Easy,2024007.0
121497,Logical Reasoning and Objectivity (critical thinking),6376.0,35743.0,1.0,33.61497155797448,Hard,2024008.0
121497,Logical Reasoning and Objectivity (critical thinking),4917.0,90507.0,0.0,36.16767354579346,Medium,2024009.0
121497,Logical Reasoning and Objectivity (critical thinking),3870.0,78987.0,1.0,55.78241444279336,Hard,2024010.0
121497,Logical Reasoning and Objectivity (critical thinking),3209.0,19521.0,0.0,20.854566016855216,Hard,2024011.0
121497,Logical Reasoning and Objectivity (critical thinking),1307.0,57586.0,1.0,51.4693542638711,Hard,2024012.0
121497,Logical Reasoning and Objectivity (critical thinking),9854.0,88729.0,1.0,35.77990471563426,Medium,2024013.0
121497,Logical Reasoning and Objectivity (critical thinking),3920.0,69835.0,1.0,6.995503762290248,Hard,2024014.0
121497,Logical Reasoning and Objectivity (critical thinking),1606.0,88113.0,1.0,24.20322039929896,Easy,2024015.0
121497,Logical Reasoning and Objectivity (critical thinking),9194.0,82045.0,0.0,35.644990391959865,Medium,2024016.0
121497,Logical Reasoning and Objectivity (critical thinking),6200.0,59592.0,0.0,26.951163766609227,Hard,2024017.0
121497,Logical Reasoning and Objectivity (critical thinking),2396.0,87663.0,1.0,39.872347632146216,Medium,2024018.0
121497,Logical Reasoning and Objectivity (critical thinking),7264.0,33383.0,0.0,46.198200359443845,Easy,2024019.0
121497,Logical Reasoning and Objectivity (critical thinking),4698.0,55887.0,0.0,10.47163789867954,Easy,2024020.0
121497,Logical Reasoning and Objectivity (critical thinking),8740.0,28182.0,0.0,28.52450187131156,Easy,2024021.0
