user_id,skill_name,skill_id,problem_id,correct,time loap,question_level,template_id
121497,Logical Reasoning and Objectivity (critical thinking),3972,55088,0,33.12753337042562,Easy,2024001
121497,Logical Reasoning and Objectivity (critical thinking),6629,57304,1,31.23999816715205,Easy,2024002
121497,Logical Reasoning and Objectivity (critical thinking),4106,46469,0,40.81653720564263,Medium,2024003
121497,Logical Reasoning and Objectivity (critical thinking),3434,42380,1,42.38054094876748,Easy,2024004
121497,Logical Reasoning and Objectivity (critical thinking),4294,44524,1,37.1891899172098,Medium,2024005
121497,Logical Reasoning and Objectivity (critical thinking),9043,77530,1,41.75979813813016,Hard,2024006
121497,Logical Reasoning and Objectivity (critical thinking),9181,58362,1,59.67816137511272,Easy,2024007
121497,Logical Reasoning and Objectivity (critical thinking),6376,35743,1,33.61497155797448,Hard,2024008
121497,Logical Reasoning and Objectivity (critical thinking),4917,90507,0,36.16767354579346,Medium,2024009
121497,Logical Reasoning and Objectivity (critical thinking),3870,78987,1,55.78241444279336,Hard,2024010
121497,Logical Reasoning and Objectivity (critical thinking),3209,19521,0,20.854566016855216,Hard,2024011
121497,Logical Reasoning and Objectivity (critical thinking),1307,57586,1,51.4693542638711,Hard,2024012
121497,Logical Reasoning and Objectivity (critical thinking),9854,88729,1,35.77990471563426,Medium,2024013
121497,Logical Reasoning and Objectivity (critical thinking),3920,69835,1,6.995503762290248,Hard,2024014
121497,Logical Reasoning and Objectivity (critical thinking),1606,88113,1,24.20322039929896,Easy,2024015
121497,Logical Reasoning and Objectivity (critical thinking),9194,82045,0,35.644990391959865,Medium,2024016
121497,Logical Reasoning and Objectivity (critical thinking),6200,59592,0,26.951163766609227,Hard,2024017
121497,Logical Reasoning and Objectivity (critical thinking),2396,87663,1,39.872347632146216,Medium,2024018
121497,Logical Reasoning and Objectivity (critical thinking),7264,33383,0,46.198200359443845,Easy,2024019
121497,Logical Reasoning and Objectivity (critical thinking),4698,55887,0,10.47163789867954,Easy,2024020
121497,Logical Reasoning and Objectivity (critical thinking),8740,28182,0,28.52450187131156,Easy,2024021
121497,Logical Reasoning and Objectivity (critical thinking),7990,10708,1,53.98423584753043,Easy,2024022
121497,Logical Reasoning and Objectivity (critical thinking),5774,93565,1,50.39926871293409,Easy,2024023
121497,Logical Reasoning and Objectivity (critical thinking),2803,66672,0,21.252411974990817,Medium,2024024
121497,Logical Reasoning and Objectivity (critical thinking),1295,54775,1,15.785823144163915,Medium,2024025
121497,Logical Reasoning and Objectivity (critical thinking),6075,46936,1,57.209522034545785,Hard,2024026
121497,Logical Reasoning and Objectivity (critical thinking),4607,36008,1,41.884751362082135,Easy,2024027
121497,Logical Reasoning and Objectivity (critical thinking),2669,19023,0,11.834687053754138,Hard,2024028
121497,Logical Reasoning and Objectivity (critical thinking),5998,88258,1,22.215060302413328,Easy,2024029
121497,Logical Reasoning and Objectivity (critical thinking),7161,89223,1,9.648896703160794,Hard,2024030
121497,Logical Reasoning and Objectivity (critical thinking),9349,39627,1,37.2692059364331,Medium,2024031
121497,Logical Reasoning and Objectivity (critical thinking),9175,20308,1,57.47204730028732,Hard,2024032
121497,Logical Reasoning and Objectivity (critical thinking),6510,93954,0,30.89819021864342,Hard,2024033
121497,Logical Reasoning and Objectivity (critical thinking),4900,88739,1,43.13935224888058,Hard,2024034
121497,Logical Reasoning and Objectivity (critical thinking),3257,13387,1,35.60195310726625,Easy,2024035
121497,Logical Reasoning and Objectivity (critical thinking),3920,39383,1,39.65394598628544,Hard,2024036
121497,Logical Reasoning and Objectivity (critical thinking),1341,24469,0,17.510389771617852,Medium,2024037
121497,Logical Reasoning and Objectivity (critical thinking),3670,46703,0,5.512674320134519,Hard,2024038
121497,Logical Reasoning and Objectivity (critical thinking),1782,45831,1,39.93384058167032,Hard,2024039
121497,Logical Reasoning and Objectivity (critical thinking),3655,33082,1,48.07450219338378,Hard,2024040
121497,Logical Reasoning and Objectivity (critical thinking),2569,85816,1,25.704716831982907,Medium,2024041
121497,Logical Reasoning and Objectivity (critical thinking),9264,30320,0,21.05274161688608,Easy,2024042
121497,Logical Reasoning and Objectivity (critical thinking),2185,44787,0,29.18808797240859,Medium,2024043
121497,Logical Reasoning and Objectivity (critical thinking),7523,98876,0,5.475318789596575,Medium,2024044
121497,Logical Reasoning and Objectivity (critical thinking),2266,66398,0,26.19583520759836,Medium,2024045
121497,Logical Reasoning and Objectivity (critical thinking),8201,44151,1,56.739972106366174,Hard,2024046
121497,Logical Reasoning and Objectivity (critical thinking),1509,49730,1,34.24282951615871,Hard,2024047
121497,Logical Reasoning and Objectivity (critical thinking),3209,86913,0,59.91673485431914,Hard,2024048
121497,Logical Reasoning and Objectivity (critical thinking),7517,10518,0,46.10103459156023,Medium,2024049
121497,Logical Reasoning and Objectivity (critical thinking),9550,94036,1,42.68262874493472,Hard,2024050
121497,Logical Reasoning and Objectivity (critical thinking),7365,11373,0,34.4776657881802,Medium,2024051
121497,Logical Reasoning and Objectivity (critical thinking),6148,95398,1,13.371160203570977,Easy,2024052
121497,Logical Reasoning and Objectivity (critical thinking),4318,13647,0,14.004511275501953,Easy,2024053
121497,Logical Reasoning and Objectivity (critical thinking),3764,12202,0,56.57771814830394,Easy,2024054
121497,Logical Reasoning and Objectivity (critical thinking),9317,36936,1,33.8188211982516,Hard,2024055
121497,Logical Reasoning and Objectivity (critical thinking),7449,37230,0,5.056932083029812,Medium,2024056
121497,Logical Reasoning and Objectivity (critical thinking),9187,15703,1,43.8027119601211,Easy,2024057
121497,Logical Reasoning and Objectivity (critical thinking),1151,77075,1,12.56133122481684,Easy,2024058
121497,Logical Reasoning and Objectivity (critical thinking),8498,78915,0,26.58711704539333,Easy,2024059
121497,Logical Reasoning and Objectivity (critical thinking),6153,78072,1,10.419983058511091,Easy,2024060
121497,Logical Reasoning and Objectivity (critical thinking),6581,29019,1,17.468676807541407,Medium,2024061
121497,Logical Reasoning and Objectivity (critical thinking),8235,84915,1,52.33228640278072,Hard,2024062
121497,Logical Reasoning and Objectivity (critical thinking),1822,49723,0,12.838505765778793,Hard,2024063
121497,Logical Reasoning and Objectivity (critical thinking),3422,49117,0,14.27884329274225,Hard,2024064
121497,Logical Reasoning and Objectivity (critical thinking),9728,12569,0,32.79049097540752,Easy,2024065
121497,Logical Reasoning and Objectivity (critical thinking),8583,27916,1,33.46630740766001,Hard,2024066
121497,Logical Reasoning and Objectivity (critical thinking),2116,89575,0,18.01858284290566,Easy,2024067
121497,Logical Reasoning and Objectivity (critical thinking),9896,50786,1,34.30855425186776,Easy,2024068
121497,Logical Reasoning and Objectivity (critical thinking),9271,60455,0,47.7188776074384,Hard,2024069
121497,Logical Reasoning and Objectivity (critical thinking),8560,51029,1,39.42687859654476,Easy,2024070
121497,Logical Reasoning and Objectivity (critical thinking),6967,89076,0,15.99009751466939,Hard,2024071
121497,Logical Reasoning and Objectivity (critical thinking),5761,65804,1,30.33099040939032,Easy,2024072
121497,Logical Reasoning and Objectivity (critical thinking),8779,47599,0,41.74005346533866,Hard,2024073
121497,Logical Reasoning and Objectivity (critical thinking),9345,20513,1,36.63707019751086,Hard,2024074
121497,Logical Reasoning and Objectivity (critical thinking),2843,79042,1,23.484220072712528,Hard,2024075
121497,Logical Reasoning and Objectivity (critical thinking),7540,34571,1,16.710714822347455,Medium,2024076
121497,Logical Reasoning and Objectivity (critical thinking),3084,66765,0,34.81587994021233,Hard,2024077
121497,Logical Reasoning and Objectivity (critical thinking),6198,30676,0,9.24148790665632,Medium,2024078
121497,Logical Reasoning and Objectivity (critical thinking),2860,69626,1,26.29341559645532,Medium,2024079
121497,Logical Reasoning and Objectivity (critical thinking),7703,58102,0,30.6222719003344,Medium,2024080
121497,Logical Reasoning and Objectivity (critical thinking),4305,64342,0,37.237700939950976,Easy,2024081
121497,Logical Reasoning and Objectivity (critical thinking),1316,15077,1,10.88068928755922,Easy,2024082
121497,Logical Reasoning and Objectivity (critical thinking),8475,63440,0,57.75045576996479,Easy,2024083
121497,Logical Reasoning and Objectivity (critical thinking),9631,99841,0,57.41850082115043,Easy,2024084
121497,Logical Reasoning and Objectivity (critical thinking),1325,64213,1,20.707097932682217,Hard,2024085
